,p_id,week
31939,603,['01-15-2023']
31940,603,['01-22-2023']
31941,603,['01-29-2023']
31942,603,['02-05-2023']
31943,603,['02-12-2023']
31944,603,['02-19-2023']
31945,603,['02-26-2023']
31946,603,['03-05-2023']
31947,603,['03-12-2023']
31948,603,['03-19-2023']
31949,603,['03-26-2023']
31950,603,['04-02-2023']
31951,603,['04-09-2023']
31952,603,['04-16-2023']
31953,603,['04-23-2023']
31954,603,['04-30-2023']
31955,603,['05-07-2023']
31956,603,['05-14-2023']
31957,603,['05-21-2023']
31958,603,['05-28-2023']
31959,604,['05-29-2022']
31960,604,['06-05-2022']
31961,604,['06-12-2022']
31962,604,['06-19-2022']
31963,604,['06-26-2022']
31964,604,['07-03-2022']
31965,604,['07-10-2022']
31966,604,['07-17-2022']
31967,604,['07-24-2022']
31968,604,['07-31-2022']
31969,604,['08-07-2022']
31970,604,['08-14-2022']
31971,604,['08-21-2022']
31972,604,['08-28-2022']
31973,604,['09-04-2022']
31974,604,['09-11-2022']
31975,604,['09-18-2022']
31976,604,['09-25-2022']
31977,604,['10-02-2022']
31978,604,['10-09-2022']
31979,604,['10-16-2022']
31980,604,['10-23-2022']
31981,604,['10-30-2022']
31982,604,['11-06-2022']
31983,604,['11-13-2022']
31984,604,['11-20-2022']
31985,604,['11-27-2022']
31986,604,['12-04-2022']
31987,604,['12-11-2022']
31988,604,['12-18-2022']
31989,604,['12-25-2022']
31990,604,['01-01-2023']
31991,604,['01-08-2023']
31992,604,['01-15-2023']
31993,604,['01-22-2023']
31994,604,['01-29-2023']
31995,604,['02-05-2023']
31996,604,['02-12-2023']
31997,604,['02-19-2023']
31998,604,['02-26-2023']
31999,604,['03-05-2023']
32000,604,['03-12-2023']
32001,604,['03-19-2023']
32002,604,['03-26-2023']
32003,604,['04-02-2023']
32004,604,['04-09-2023']
32005,604,['04-16-2023']
32006,604,['04-23-2023']
32007,604,['04-30-2023']
32008,604,['05-07-2023']
32009,604,['05-14-2023']
32010,604,['05-21-2023']
32011,604,['05-28-2023']
32012,605,['05-29-2022']
32013,605,['06-05-2022']
32014,605,['06-12-2022']
32015,605,['06-19-2022']
32016,605,['06-26-2022']
32017,605,['07-03-2022']
32018,605,['07-10-2022']
32019,605,['07-17-2022']
32020,605,['07-24-2022']
32021,605,['07-31-2022']
32022,605,['08-07-2022']
32023,605,['08-14-2022']
32024,605,['08-21-2022']
32025,605,['08-28-2022']
32026,605,['09-04-2022']
32027,605,['09-11-2022']
32028,605,['09-18-2022']
32029,605,['09-25-2022']
32030,605,['10-02-2022']
32031,605,['10-09-2022']
32032,605,['10-16-2022']
32033,605,['10-23-2022']
32034,605,['10-30-2022']
32035,605,['11-06-2022']
32036,605,['11-13-2022']
32037,605,['11-20-2022']
32038,605,['11-27-2022']
32039,605,['12-04-2022']
32040,605,['12-11-2022']
32041,605,['12-18-2022']
32042,605,['12-25-2022']
32043,605,['01-01-2023']
32044,605,['01-08-2023']
32045,605,['01-15-2023']
32046,605,['01-22-2023']
32047,605,['01-29-2023']
32048,605,['02-05-2023']
32049,605,['02-12-2023']
32050,605,['02-19-2023']
32051,605,['02-26-2023']
32052,605,['03-05-2023']
32053,605,['03-12-2023']
32054,605,['03-19-2023']
32055,605,['03-26-2023']
32056,605,['04-02-2023']
32057,605,['04-09-2023']
32058,605,['04-16-2023']
32059,605,['04-23-2023']
32060,605,['04-30-2023']
32061,605,['05-07-2023']
32062,605,['05-14-2023']
32063,605,['05-21-2023']
32064,605,['05-28-2023']
32065,606,['05-29-2022']
32066,606,['06-05-2022']
32067,606,['06-12-2022']
32068,606,['06-19-2022']
32069,606,['06-26-2022']
32070,606,['07-03-2022']
32071,606,['07-10-2022']
32072,606,['07-17-2022']
32073,606,['07-24-2022']
32074,606,['07-31-2022']
32075,606,['08-07-2022']
32076,606,['08-14-2022']
32077,606,['08-21-2022']
32078,606,['08-28-2022']
32079,606,['09-04-2022']
32080,606,['09-11-2022']
32081,606,['09-18-2022']
32082,606,['09-25-2022']
32083,606,['10-02-2022']
32084,606,['10-09-2022']
32085,606,['10-16-2022']
32086,606,['10-23-2022']
32087,606,['10-30-2022']
32088,606,['11-06-2022']
32089,606,['11-13-2022']
32090,606,['11-20-2022']
32091,606,['11-27-2022']
32092,606,['12-04-2022']
32093,606,['12-11-2022']
32094,606,['12-18-2022']
32095,606,['12-25-2022']
32096,606,['01-01-2023']
32097,606,['01-08-2023']
32098,606,['01-15-2023']
32099,606,['01-22-2023']
32100,606,['01-29-2023']
32101,606,['02-05-2023']
32102,606,['02-12-2023']
32103,606,['02-19-2023']
32104,606,['02-26-2023']
32105,606,['03-05-2023']
32106,606,['03-12-2023']
32107,606,['03-19-2023']
32108,606,['03-26-2023']
32109,606,['04-02-2023']
32110,606,['04-09-2023']
32111,606,['04-16-2023']
32112,606,['04-23-2023']
32113,606,['04-30-2023']
32114,606,['05-07-2023']
32115,606,['05-14-2023']
32116,606,['05-21-2023']
32117,606,['05-28-2023']
32118,607,['05-29-2022']
32119,607,['06-05-2022']
32120,607,['06-12-2022']
32121,607,['06-19-2022']
32122,607,['06-26-2022']
32123,607,['07-03-2022']
32124,607,['07-10-2022']
32125,607,['07-17-2022']
32126,607,['07-24-2022']
32127,607,['07-31-2022']
32128,607,['08-07-2022']
32129,607,['08-14-2022']
32130,607,['08-21-2022']
32131,607,['08-28-2022']
32132,607,['09-04-2022']
32133,607,['09-11-2022']
32134,607,['09-18-2022']
32135,607,['09-25-2022']
32136,607,['10-02-2022']
32137,607,['10-09-2022']
32138,607,['10-16-2022']
32139,607,['10-23-2022']
32140,607,['10-30-2022']
32141,607,['11-06-2022']
32142,607,['11-13-2022']
32143,607,['11-20-2022']
32144,607,['11-27-2022']
32145,607,['12-04-2022']
32146,607,['12-11-2022']
32147,607,['12-18-2022']
32148,607,['12-25-2022']
32149,607,['01-01-2023']
32150,607,['01-08-2023']
32151,607,['01-15-2023']
32152,607,['01-22-2023']
32153,607,['01-29-2023']
32154,607,['02-05-2023']
32155,607,['02-12-2023']
32156,607,['02-19-2023']
32157,607,['02-26-2023']
32158,607,['03-05-2023']
32159,607,['03-12-2023']
32160,607,['03-19-2023']
32161,607,['03-26-2023']
32162,607,['04-02-2023']
32163,607,['04-09-2023']
32164,607,['04-16-2023']
32165,607,['04-23-2023']
32166,607,['04-30-2023']
32167,607,['05-07-2023']
32168,607,['05-14-2023']
32169,607,['05-21-2023']
32170,607,['05-28-2023']
32171,608,['05-29-2022']
32172,608,['06-05-2022']
32173,608,['06-12-2022']
32174,608,['06-19-2022']
32175,608,['06-26-2022']
32176,608,['07-03-2022']
32177,608,['07-10-2022']
32178,608,['07-17-2022']
32179,608,['07-24-2022']
32180,608,['07-31-2022']
32181,608,['08-07-2022']
32182,608,['08-14-2022']
32183,608,['08-21-2022']
32184,608,['08-28-2022']
32185,608,['09-04-2022']
32186,608,['09-11-2022']
32187,608,['09-18-2022']
32188,608,['09-25-2022']
32189,608,['10-02-2022']
32190,608,['10-09-2022']
32191,608,['10-16-2022']
32192,608,['10-23-2022']
32193,608,['10-30-2022']
32194,608,['11-06-2022']
32195,608,['11-13-2022']
32196,608,['11-20-2022']
32197,608,['11-27-2022']
32198,608,['12-04-2022']
32199,608,['12-11-2022']
32200,608,['12-18-2022']
32201,608,['12-25-2022']
32202,608,['01-01-2023']
32203,608,['01-08-2023']
32204,608,['01-15-2023']
32205,608,['01-22-2023']
32206,608,['01-29-2023']
32207,608,['02-05-2023']
32208,608,['02-12-2023']
32209,608,['02-19-2023']
32210,608,['02-26-2023']
32211,608,['03-05-2023']
32212,608,['03-12-2023']
32213,608,['03-19-2023']
32214,608,['03-26-2023']
32215,608,['04-02-2023']
32216,608,['04-09-2023']
32217,608,['04-16-2023']
32218,608,['04-23-2023']
32219,608,['04-30-2023']
32220,608,['05-07-2023']
32221,608,['05-14-2023']
32222,608,['05-21-2023']
32223,608,['05-28-2023']
32224,609,['05-29-2022']
32225,609,['06-05-2022']
32226,609,['06-12-2022']
32227,609,['06-19-2022']
32228,609,['06-26-2022']
32229,609,['07-03-2022']
32230,609,['07-10-2022']
32231,609,['07-17-2022']
32232,609,['07-24-2022']
32233,609,['07-31-2022']
32234,609,['08-07-2022']
32235,609,['08-14-2022']
32236,609,['08-21-2022']
32237,609,['08-28-2022']
32238,609,['09-04-2022']
32239,609,['09-11-2022']
32240,609,['09-18-2022']
32241,609,['09-25-2022']
32242,609,['10-02-2022']
32243,609,['10-09-2022']
32244,609,['10-16-2022']
32245,609,['10-23-2022']
32246,609,['10-30-2022']
32247,609,['11-06-2022']
32248,609,['11-13-2022']
32249,609,['11-20-2022']
32250,609,['11-27-2022']
32251,609,['12-04-2022']
32252,609,['12-11-2022']
32253,609,['12-18-2022']
32254,609,['12-25-2022']
32255,609,['01-01-2023']
32256,609,['01-08-2023']
32257,609,['01-15-2023']
32258,609,['01-22-2023']
32259,609,['01-29-2023']
32260,609,['02-05-2023']
32261,609,['02-12-2023']
32262,609,['02-19-2023']
32263,609,['02-26-2023']
32264,609,['03-05-2023']
32265,609,['03-12-2023']
32266,609,['03-19-2023']
32267,609,['03-26-2023']
32268,609,['04-02-2023']
32269,609,['04-09-2023']
32270,609,['04-16-2023']
32271,609,['04-23-2023']
32272,609,['04-30-2023']
32273,609,['05-07-2023']
32274,609,['05-14-2023']
32275,609,['05-21-2023']
32276,609,['05-28-2023']
32277,610,['05-29-2022']
32278,610,['06-05-2022']
32279,610,['06-12-2022']
32280,610,['06-19-2022']
32281,610,['06-26-2022']
32282,610,['07-03-2022']
32283,610,['07-10-2022']
32284,610,['07-17-2022']
32285,610,['07-24-2022']
32286,610,['07-31-2022']
32287,610,['08-07-2022']
32288,610,['08-14-2022']
32289,610,['08-21-2022']
32290,610,['08-28-2022']
32291,610,['09-04-2022']
32292,610,['09-11-2022']
32293,610,['09-18-2022']
32294,610,['09-25-2022']
32295,610,['10-02-2022']
32296,610,['10-09-2022']
32297,610,['10-16-2022']
32298,610,['10-23-2022']
32299,610,['10-30-2022']
32300,610,['11-06-2022']
32301,610,['11-13-2022']
32302,610,['11-20-2022']
32303,610,['11-27-2022']
32304,610,['12-04-2022']
32305,610,['12-11-2022']
32306,610,['12-18-2022']
32307,610,['12-25-2022']
32308,610,['01-01-2023']
32309,610,['01-08-2023']
32310,610,['01-15-2023']
32311,610,['01-22-2023']
32312,610,['01-29-2023']
32313,610,['02-05-2023']
32314,610,['02-12-2023']
32315,610,['02-19-2023']
32316,610,['02-26-2023']
32317,610,['03-05-2023']
32318,610,['03-12-2023']
32319,610,['03-19-2023']
32320,610,['03-26-2023']
32321,610,['04-02-2023']
32322,610,['04-09-2023']
32323,610,['04-16-2023']
32324,610,['04-23-2023']
32325,610,['04-30-2023']
32326,610,['05-07-2023']
32327,610,['05-14-2023']
32328,610,['05-21-2023']
32329,610,['05-28-2023']
32330,611,['05-29-2022']
32331,611,['06-05-2022']
32332,611,['06-12-2022']
32333,611,['06-19-2022']
32334,611,['06-26-2022']
32335,611,['07-03-2022']
32336,611,['07-10-2022']
32337,611,['07-17-2022']
32338,611,['07-24-2022']
32339,611,['07-31-2022']
32340,611,['08-07-2022']
32341,611,['08-14-2022']
32342,611,['08-21-2022']
32343,611,['08-28-2022']
32344,611,['09-04-2022']
32345,611,['09-11-2022']
32346,611,['09-18-2022']
32347,611,['09-25-2022']
32348,611,['10-02-2022']
32349,611,['10-09-2022']
32350,611,['10-16-2022']
32351,611,['10-23-2022']
32352,611,['10-30-2022']
32353,611,['11-06-2022']
32354,611,['11-13-2022']
32355,611,['11-20-2022']
32356,611,['11-27-2022']
32357,611,['12-04-2022']
32358,611,['12-11-2022']
32359,611,['12-18-2022']
32360,611,['12-25-2022']
32361,611,['01-01-2023']
32362,611,['01-08-2023']
32363,611,['01-15-2023']
32364,611,['01-22-2023']
32365,611,['01-29-2023']
32366,611,['02-05-2023']
32367,611,['02-12-2023']
32368,611,['02-19-2023']
32369,611,['02-26-2023']
32370,611,['03-05-2023']
32371,611,['03-12-2023']
32372,611,['03-19-2023']
32373,611,['03-26-2023']
32374,611,['04-02-2023']
32375,611,['04-09-2023']
32376,611,['04-16-2023']
32377,611,['04-23-2023']
32378,611,['04-30-2023']
32379,611,['05-07-2023']
32380,611,['05-14-2023']
32381,611,['05-21-2023']
32382,611,['05-28-2023']
32383,612,['05-29-2022']
32384,612,['06-05-2022']
32385,612,['06-12-2022']
32386,612,['06-19-2022']
32387,612,['06-26-2022']
32388,612,['07-03-2022']
32389,612,['07-10-2022']
32390,612,['07-17-2022']
32391,612,['07-24-2022']
32392,612,['07-31-2022']
32393,612,['08-07-2022']
32394,612,['08-14-2022']
32395,612,['08-21-2022']
32396,612,['08-28-2022']
32397,612,['09-04-2022']
32398,612,['09-11-2022']
32399,612,['09-18-2022']
32400,612,['09-25-2022']
32401,612,['10-02-2022']
32402,612,['10-09-2022']
32403,612,['10-16-2022']
32404,612,['10-23-2022']
32405,612,['10-30-2022']
32406,612,['11-06-2022']
32407,612,['11-13-2022']
32408,612,['11-20-2022']
32409,612,['11-27-2022']
32410,612,['12-04-2022']
32411,612,['12-11-2022']
32412,612,['12-18-2022']
32413,612,['12-25-2022']
32414,612,['01-01-2023']
32415,612,['01-08-2023']
32416,612,['01-15-2023']
32417,612,['01-22-2023']
32418,612,['01-29-2023']
32419,612,['02-05-2023']
32420,612,['02-12-2023']
32421,612,['02-19-2023']
32422,612,['02-26-2023']
32423,612,['03-05-2023']
32424,612,['03-12-2023']
32425,612,['03-19-2023']
32426,612,['03-26-2023']
32427,612,['04-02-2023']
32428,612,['04-09-2023']
32429,612,['04-16-2023']
32430,612,['04-23-2023']
32431,612,['04-30-2023']
32432,612,['05-07-2023']
32433,612,['05-14-2023']
32434,612,['05-21-2023']
32435,612,['05-28-2023']
32436,613,['05-29-2022']
32437,613,['06-05-2022']
32438,613,['06-12-2022']
32439,613,['06-19-2022']
32440,613,['06-26-2022']
32441,613,['07-03-2022']
32442,613,['07-10-2022']
32443,613,['07-17-2022']
32444,613,['07-24-2022']
32445,613,['07-31-2022']
32446,613,['08-07-2022']
32447,613,['08-14-2022']
32448,613,['08-21-2022']
32449,613,['08-28-2022']
32450,613,['09-04-2022']
32451,613,['09-11-2022']
32452,613,['09-18-2022']
32453,613,['09-25-2022']
32454,613,['10-02-2022']
32455,613,['10-09-2022']
32456,613,['10-16-2022']
32457,613,['10-23-2022']
32458,613,['10-30-2022']
32459,613,['11-06-2022']
32460,613,['11-13-2022']
32461,613,['11-20-2022']
32462,613,['11-27-2022']
32463,613,['12-04-2022']
32464,613,['12-11-2022']
32465,613,['12-18-2022']
32466,613,['12-25-2022']
32467,613,['01-01-2023']
32468,613,['01-08-2023']
32469,613,['01-15-2023']
32470,613,['01-22-2023']
32471,613,['01-29-2023']
32472,613,['02-05-2023']
32473,613,['02-12-2023']
32474,613,['02-19-2023']
32475,613,['02-26-2023']
32476,613,['03-05-2023']
32477,613,['03-12-2023']
32478,613,['03-19-2023']
32479,613,['03-26-2023']
32480,613,['04-02-2023']
32481,613,['04-09-2023']
32482,613,['04-16-2023']
32483,613,['04-23-2023']
32484,613,['04-30-2023']
32485,613,['05-07-2023']
32486,613,['05-14-2023']
32487,613,['05-21-2023']
32488,613,['05-28-2023']
32489,614,['05-29-2022']
32490,614,['06-05-2022']
32491,614,['06-12-2022']
32492,614,['06-19-2022']
32493,614,['06-26-2022']
32494,614,['07-03-2022']
32495,614,['07-10-2022']
32496,614,['07-17-2022']
32497,614,['07-24-2022']
32498,614,['07-31-2022']
32499,614,['08-07-2022']
32500,614,['08-14-2022']
32501,614,['08-21-2022']
32502,614,['08-28-2022']
32503,614,['09-04-2022']
32504,614,['09-11-2022']
32505,614,['09-18-2022']
32506,614,['09-25-2022']
32507,614,['10-02-2022']
32508,614,['10-09-2022']
32509,614,['10-16-2022']
32510,614,['10-23-2022']
32511,614,['10-30-2022']
32512,614,['11-06-2022']
32513,614,['11-13-2022']
32514,614,['11-20-2022']
32515,614,['11-27-2022']
32516,614,['12-04-2022']
32517,614,['12-11-2022']
32518,614,['12-18-2022']
32519,614,['12-25-2022']
32520,614,['01-01-2023']
32521,614,['01-08-2023']
32522,614,['01-15-2023']
32523,614,['01-22-2023']
32524,614,['01-29-2023']
32525,614,['02-05-2023']
32526,614,['02-12-2023']
32527,614,['02-19-2023']
32528,614,['02-26-2023']
32529,614,['03-05-2023']
32530,614,['03-12-2023']
32531,614,['03-19-2023']
32532,614,['03-26-2023']
32533,614,['04-02-2023']
32534,614,['04-09-2023']
32535,614,['04-16-2023']
32536,614,['04-23-2023']
32537,614,['04-30-2023']
32538,614,['05-07-2023']
32539,614,['05-14-2023']
32540,614,['05-21-2023']
32541,614,['05-28-2023']
32542,615,['05-29-2022']
32543,615,['06-05-2022']
32544,615,['06-12-2022']
32545,615,['06-19-2022']
32546,615,['06-26-2022']
32547,615,['07-03-2022']
32548,615,['07-10-2022']
32549,615,['07-17-2022']
32550,615,['07-24-2022']
32551,615,['07-31-2022']
32552,615,['08-07-2022']
32553,615,['08-14-2022']
32554,615,['08-21-2022']
32555,615,['08-28-2022']
32556,615,['09-04-2022']
32557,615,['09-11-2022']
32558,615,['09-18-2022']
32559,615,['09-25-2022']
32560,615,['10-02-2022']
32561,615,['10-09-2022']
32562,615,['10-16-2022']
32563,615,['10-23-2022']
32564,615,['10-30-2022']
32565,615,['11-06-2022']
32566,615,['11-13-2022']
32567,615,['11-20-2022']
32568,615,['11-27-2022']
32569,615,['12-04-2022']
32570,615,['12-11-2022']
32571,615,['12-18-2022']
32572,615,['12-25-2022']
32573,615,['01-01-2023']
32574,615,['01-08-2023']
32575,615,['01-15-2023']
32576,615,['01-22-2023']
32577,615,['01-29-2023']
32578,615,['02-05-2023']
32579,615,['02-12-2023']
32580,615,['02-19-2023']
32581,615,['02-26-2023']
32582,615,['03-05-2023']
32583,615,['03-12-2023']
32584,615,['03-19-2023']
32585,615,['03-26-2023']
32586,615,['04-02-2023']
32587,615,['04-09-2023']
32588,615,['04-16-2023']
32589,615,['04-23-2023']
32590,615,['04-30-2023']
32591,615,['05-07-2023']
32592,615,['05-14-2023']
32593,615,['05-21-2023']
32594,615,['05-28-2023']
32595,616,['05-29-2022']
32596,616,['06-05-2022']
32597,616,['06-12-2022']
32598,616,['06-19-2022']
32599,616,['06-26-2022']
32600,616,['07-03-2022']
32601,616,['07-10-2022']
32602,616,['07-17-2022']
32603,616,['07-24-2022']
32604,616,['07-31-2022']
32605,616,['08-07-2022']
32606,616,['08-14-2022']
32607,616,['08-21-2022']
32608,616,['08-28-2022']
32609,616,['09-04-2022']
32610,616,['09-11-2022']
32611,616,['09-18-2022']
32612,616,['09-25-2022']
32613,616,['10-02-2022']
32614,616,['10-09-2022']
32615,616,['10-16-2022']
32616,616,['10-23-2022']
32617,616,['10-30-2022']
32618,616,['11-06-2022']
32619,616,['11-13-2022']
32620,616,['11-20-2022']
32621,616,['11-27-2022']
32622,616,['12-04-2022']
32623,616,['12-11-2022']
32624,616,['12-18-2022']
32625,616,['12-25-2022']
32626,616,['01-01-2023']
32627,616,['01-08-2023']
32628,616,['01-15-2023']
32629,616,['01-22-2023']
32630,616,['01-29-2023']
32631,616,['02-05-2023']
32632,616,['02-12-2023']
32633,616,['02-19-2023']
32634,616,['02-26-2023']
32635,616,['03-05-2023']
32636,616,['03-12-2023']
32637,616,['03-19-2023']
32638,616,['03-26-2023']
32639,616,['04-02-2023']
32640,616,['04-09-2023']
32641,616,['04-16-2023']
32642,616,['04-23-2023']
32643,616,['04-30-2023']
32644,616,['05-07-2023']
32645,616,['05-14-2023']
32646,616,['05-21-2023']
32647,616,['05-28-2023']
32648,617,['05-29-2022']
32649,617,['06-05-2022']
32650,617,['06-12-2022']
32651,617,['06-19-2022']
32652,617,['06-26-2022']
32653,617,['07-03-2022']
32654,617,['07-10-2022']
32655,617,['07-17-2022']
32656,617,['07-24-2022']
32657,617,['07-31-2022']
32658,617,['08-07-2022']
32659,617,['08-14-2022']
32660,617,['08-21-2022']
32661,617,['08-28-2022']
32662,617,['09-04-2022']
32663,617,['09-11-2022']
32664,617,['09-18-2022']
32665,617,['09-25-2022']
32666,617,['10-02-2022']
32667,617,['10-09-2022']
32668,617,['10-16-2022']
32669,617,['10-23-2022']
32670,617,['10-30-2022']
32671,617,['11-06-2022']
32672,617,['11-13-2022']
32673,617,['11-20-2022']
32674,617,['11-27-2022']
32675,617,['12-04-2022']
32676,617,['12-11-2022']
32677,617,['12-18-2022']
32678,617,['12-25-2022']
32679,617,['01-01-2023']
32680,617,['01-08-2023']
32681,617,['01-15-2023']
32682,617,['01-22-2023']
32683,617,['01-29-2023']
32684,617,['02-05-2023']
32685,617,['02-12-2023']
32686,617,['02-19-2023']
32687,617,['02-26-2023']
32688,617,['03-05-2023']
32689,617,['03-12-2023']
32690,617,['03-19-2023']
32691,617,['03-26-2023']
32692,617,['04-02-2023']
32693,617,['04-09-2023']
32694,617,['04-16-2023']
32695,617,['04-23-2023']
32696,617,['04-30-2023']
32697,617,['05-07-2023']
32698,617,['05-14-2023']
32699,617,['05-21-2023']
32700,617,['05-28-2023']
32701,618,['05-29-2022']
32702,618,['06-05-2022']
32703,618,['06-12-2022']
32704,618,['06-19-2022']
32705,618,['06-26-2022']
32706,618,['07-03-2022']
32707,618,['07-10-2022']
32708,618,['07-17-2022']
32709,618,['07-24-2022']
32710,618,['07-31-2022']
32711,618,['08-07-2022']
32712,618,['08-14-2022']
32713,618,['08-21-2022']
32714,618,['08-28-2022']
32715,618,['09-04-2022']
32716,618,['09-11-2022']
32717,618,['09-18-2022']
32718,618,['09-25-2022']
32719,618,['10-02-2022']
32720,618,['10-09-2022']
32721,618,['10-16-2022']
32722,618,['10-23-2022']
32723,618,['10-30-2022']
32724,618,['11-06-2022']
32725,618,['11-13-2022']
32726,618,['11-20-2022']
32727,618,['11-27-2022']
32728,618,['12-04-2022']
32729,618,['12-11-2022']
32730,618,['12-18-2022']
32731,618,['12-25-2022']
32732,618,['01-01-2023']
32733,618,['01-08-2023']
32734,618,['01-15-2023']
32735,618,['01-22-2023']
32736,618,['01-29-2023']
32737,618,['02-05-2023']
32738,618,['02-12-2023']
32739,618,['02-19-2023']
32740,618,['02-26-2023']
32741,618,['03-05-2023']
32742,618,['03-12-2023']
32743,618,['03-19-2023']
32744,618,['03-26-2023']
32745,618,['04-02-2023']
32746,618,['04-09-2023']
32747,618,['04-16-2023']
32748,618,['04-23-2023']
32749,618,['04-30-2023']
32750,618,['05-07-2023']
32751,618,['05-14-2023']
32752,618,['05-21-2023']
32753,618,['05-28-2023']
32754,619,['05-29-2022']
32755,619,['06-05-2022']
32756,619,['06-12-2022']
32757,619,['06-19-2022']
32758,619,['06-26-2022']
32759,619,['07-03-2022']
32760,619,['07-10-2022']
32761,619,['07-17-2022']
32762,619,['07-24-2022']
32763,619,['07-31-2022']
32764,619,['08-07-2022']
32765,619,['08-14-2022']
32766,619,['08-21-2022']
32767,619,['08-28-2022']
32768,619,['09-04-2022']
32769,619,['09-11-2022']
32770,619,['09-18-2022']
32771,619,['09-25-2022']
32772,619,['10-02-2022']
32773,619,['10-09-2022']
32774,619,['10-16-2022']
32775,619,['10-23-2022']
32776,619,['10-30-2022']
32777,619,['11-06-2022']
32778,619,['11-13-2022']
32779,619,['11-20-2022']
32780,619,['11-27-2022']
32781,619,['12-04-2022']
32782,619,['12-11-2022']
32783,619,['12-18-2022']
32784,619,['12-25-2022']
32785,619,['01-01-2023']
32786,619,['01-08-2023']
32787,619,['01-15-2023']
32788,619,['01-22-2023']
32789,619,['01-29-2023']
32790,619,['02-05-2023']
32791,619,['02-12-2023']
32792,619,['02-19-2023']
32793,619,['02-26-2023']
32794,619,['03-05-2023']
32795,619,['03-12-2023']
32796,619,['03-19-2023']
32797,619,['03-26-2023']
32798,619,['04-02-2023']
32799,619,['04-09-2023']
32800,619,['04-16-2023']
32801,619,['04-23-2023']
32802,619,['04-30-2023']
32803,619,['05-07-2023']
32804,619,['05-14-2023']
32805,619,['05-21-2023']
32806,619,['05-28-2023']
32807,620,['05-29-2022']
32808,620,['06-05-2022']
32809,620,['06-12-2022']
32810,620,['06-19-2022']
32811,620,['06-26-2022']
32812,620,['07-03-2022']
32813,620,['07-10-2022']
32814,620,['07-17-2022']
32815,620,['07-24-2022']
32816,620,['07-31-2022']
32817,620,['08-07-2022']
32818,620,['08-14-2022']
32819,620,['08-21-2022']
32820,620,['08-28-2022']
32821,620,['09-04-2022']
32822,620,['09-11-2022']
32823,620,['09-18-2022']
32824,620,['09-25-2022']
32825,620,['10-02-2022']
32826,620,['10-09-2022']
32827,620,['10-16-2022']
32828,620,['10-23-2022']
32829,620,['10-30-2022']
32830,620,['11-06-2022']
32831,620,['11-13-2022']
32832,620,['11-20-2022']
32833,620,['11-27-2022']
32834,620,['12-04-2022']
32835,620,['12-11-2022']
32836,620,['12-18-2022']
32837,620,['12-25-2022']
32838,620,['01-01-2023']
32839,620,['01-08-2023']
32840,620,['01-15-2023']
32841,620,['01-22-2023']
32842,620,['01-29-2023']
32843,620,['02-05-2023']
32844,620,['02-12-2023']
32845,620,['02-19-2023']
32846,620,['02-26-2023']
32847,620,['03-05-2023']
32848,620,['03-12-2023']
32849,620,['03-19-2023']
32850,620,['03-26-2023']
32851,620,['04-02-2023']
32852,620,['04-09-2023']
32853,620,['04-16-2023']
32854,620,['04-23-2023']
32855,620,['04-30-2023']
32856,620,['05-07-2023']
32857,620,['05-14-2023']
32858,620,['05-21-2023']
32859,620,['05-28-2023']
32860,621,['05-29-2022']
32861,621,['06-05-2022']
32862,621,['06-12-2022']
32863,621,['06-19-2022']
32864,621,['06-26-2022']
32865,621,['07-03-2022']
32866,621,['07-10-2022']
32867,621,['07-17-2022']
32868,621,['07-24-2022']
32869,621,['07-31-2022']
32870,621,['08-07-2022']
32871,621,['08-14-2022']
32872,621,['08-21-2022']
32873,621,['08-28-2022']
32874,621,['09-04-2022']
32875,621,['09-11-2022']
32876,621,['09-18-2022']
32877,621,['09-25-2022']
32878,621,['10-02-2022']
32879,621,['10-09-2022']
32880,621,['10-16-2022']
32881,621,['10-23-2022']
32882,621,['10-30-2022']
32883,621,['11-06-2022']
32884,621,['11-13-2022']
32885,621,['11-20-2022']
32886,621,['11-27-2022']
32887,621,['12-04-2022']
32888,621,['12-11-2022']
32889,621,['12-18-2022']
32890,621,['12-25-2022']
32891,621,['01-01-2023']
32892,621,['01-08-2023']
32893,621,['01-15-2023']
32894,621,['01-22-2023']
32895,621,['01-29-2023']
32896,621,['02-05-2023']
32897,621,['02-12-2023']
32898,621,['02-19-2023']
32899,621,['02-26-2023']
32900,621,['03-05-2023']
32901,621,['03-12-2023']
32902,621,['03-19-2023']
32903,621,['03-26-2023']
32904,621,['04-02-2023']
32905,621,['04-09-2023']
32906,621,['04-16-2023']
32907,621,['04-23-2023']
32908,621,['04-30-2023']
32909,621,['05-07-2023']
32910,621,['05-14-2023']
32911,621,['05-21-2023']
32912,621,['05-28-2023']
32913,622,['05-29-2022']
32914,622,['06-05-2022']
32915,622,['06-12-2022']
32916,622,['06-19-2022']
32917,622,['06-26-2022']
32918,622,['07-03-2022']
32919,622,['07-10-2022']
32920,622,['07-17-2022']
32921,622,['07-24-2022']
32922,622,['07-31-2022']
32923,622,['08-07-2022']
32924,622,['08-14-2022']
32925,622,['08-21-2022']
32926,622,['08-28-2022']
32927,622,['09-04-2022']
32928,622,['09-11-2022']
32929,622,['09-18-2022']
32930,622,['09-25-2022']
32931,622,['10-02-2022']
32932,622,['10-09-2022']
32933,622,['10-16-2022']
32934,622,['10-23-2022']
32935,622,['10-30-2022']
32936,622,['11-06-2022']
32937,622,['11-13-2022']
